qr_content,label,group_vpa,length,vpa_local_entropy,vpa_handle_entropy,vpa_length,digits_ratio,amount_value,vpa_age_proxy,num_parameters,has_suspicious_keywords,is_valid_vpa,bank_handle,risky_handle,amount_is_integer,amount_suspicious,location_risk_proxy
upi://pay?pa=kiran5741@pay&pn=Kiran%20Iyer&am=100.00,1,kiran5741@pay,55,3.169925001442312,1.584962500721156,13,0.3076923076923077,99.75,51,3,0,1,0,1,0,0,1
upi://pay?pa=poojareddy933@gift&pn=Pooja%20Reddy&am=417.38,0,poojareddy933@gift,60,3.238901256602631,2.0,18,0.16666666666666666,411.34,39,3,0,1,0,1,0,0,1
upi://pay?pa=anita8106@kotak&pn=Anita%20Das&am=327.64,1,anita8106@kotak,52,2.94770277922009,1.9219280948873623,15,0.26666666666666666,331.88,56,3,0,1,1,0,0,0,0
upi://pay?pa=vikram5752@support&pn=Vikram%20Khan&am=300.00,1,vikram5752@support,58,3.1219280948873624,2.521640636343318,18,0.2222222222222222,303.99,45,3,0,1,0,1,0,0,1
upi://pay?pa=arjun850@upi&pn=Arjun%20Gupta&am=132.80,1,arjun850@upi,53,3.0,1.584962500721156,12,0.25,131.07,62,3,0,1,1,0,0,0,0
upi://pay?pa=secure4070@unknown&pn=Secure%20Login&am=49.97,1,secure4070@unknown,58,2.9219280948873623,2.128085278891394,18,0.2222222222222222,50.98,40,3,1,1,0,1,0,0,1
upi://pay?pa=priya.khan544@icici&pn=Priya%20Khan&am=498.35,0,priya.khan544@icici,61,3.3927474104487847,0.9709505944546686,19,0.15789473684210525,492.87,74,3,0,1,1,0,0,0,0
upi://pay?pa=kiranreddy335@ybl&pn=Kiran%20Reddy&am=411.70,0,kiranreddy335@ybl,58,3.238901256602631,1.584962500721156,17,0.17647058823529413,417.26,75,3,0,1,1,0,0,0,0
upi://pay?pa=kiranreddy604@paytm&pn=Kiran%20Reddy&am=350.35,0,kiranreddy604@paytm,61,3.3927474104487847,2.321928094887362,19,0.15789473684210525,342.38,61,3,0,1,1,0,0,0,0
upi://pay?pa=help5934@gift&pn=Help%20Desk&am=200.00,1,help5934@gift,48,3.0,2.0,13,0.3076923076923077,196.02,2,3,0,1,0,1,0,0,1
upi://pay?pa=sneha4405help@upi&pn=Sneha%20Singh&am=431.15,1,sneha4405help@upi,55,3.238901256602631,1.584962500721156,17,0.23529411764705882,426.38,67,3,0,1,1,0,0,0,0
upi://pay?pa=payment6313@bonus&pn=Payment%20Support&am=100.00,1,payment6313@bonus,61,3.2776134368191157,2.321928094887362,17,0.23529411764705882,100.56,35,3,0,1,0,1,0,0,1
upi://pay?pa=rahul.iyer654@secure&pn=Rahul%20Iyer&am=312.09,0,rahul.iyer654@secure,59,3.546593564294939,2.2516291673878226,20,0.15,314.81,39,3,0,1,0,1,0,0,1
upi://pay?pa=pooja6183@ybl&pn=Pooja%20Reddy&am=300.00,1,pooja6183@ybl,51,2.94770277922009,1.584962500721156,13,0.3076923076923077,298.13,55,3,0,1,1,0,0,0,0
upi://pay?pa=aman7724@unknown&pn=Aman%20Patel&am=100.00,1,aman7724@unknown,55,2.5,2.128085278891394,16,0.25,97.47,12,3,0,1,0,1,0,0,1
upi://pay?pa=arjun3644@xpay&pn=Arjun%20Gupta&am=1000.00,1,arjun3644@xpay,55,2.94770277922009,2.0,14,0.2857142857142857,992.42,52,3,0,1,0,1,0,0,1
upi://pay?pa=payment481@help&pn=Payment%20Support&am=100.00,1,payment481@help,60,3.3219280948873626,2.0,15,0.2,101.13,18,3,0,1,0,1,0,0,1
upi://pay?pa=help7610pay@unknown&pn=Help%20Desk&am=1000.00,1,help7610pay@unknown,59,3.2776134368191157,2.128085278891394,19,0.21052631578947367,1010.26,7,3,0,1,0,1,0,0,1
upi://pay?pa=arjun1797@kotak&pn=Arjun%20Khan&am=106.79,1,arjun1797@kotak,52,2.94770277922009,1.9219280948873623,15,0.26666666666666666,104.61,64,3,0,1,1,0,0,0,0
upi://pay?pa=payment7440care@verify&pn=Payment%20Support&am=1000.00,1,payment7440care@verify,70,3.506890595608519,2.584962500721156,22,0.18181818181818182,970.47,30,3,0,1,0,1,0,0,1
upi://pay?pa=priya4974@sbi&pn=Priya%20Chawla&am=900.00,1,priya4974@sbi,51,2.94770277922009,1.584962500721156,13,0.3076923076923077,913.66,62,3,0,1,1,0,0,0,0
upi://pay?pa=arjunreddy393@ybl&pn=Arjun%20Reddy&am=379.34,0,arjunreddy393@ybl,59,3.238901256602631,1.584962500721156,17,0.17647058823529413,370.38,89,3,0,1,1,0,0,0,0
upi://pay?pa=help2472@upi&pn=Help%20Desk&am=200.00,1,help2472@upi,52,2.75,1.584962500721156,12,0.3333333333333333,194.99,52,3,0,1,1,0,0,0,0
upi://pay?pa=payment9596@pay&pn=Payment%20Support&am=100.00,0,payment9596@pay,62,3.2776134368191157,1.584962500721156,15,0.26666666666666666,97.02,13,3,0,1,0,1,0,0,1
upi://pay?pa=service6972@gift&pn=Service%20Team&am=1000.00,1,service6972@gift,58,3.2776134368191157,2.0,16,0.25,995.96,43,3,0,1,0,1,0,0,1
upi://pay?pa=paymentsupport432@okaxis&pn=Payment%20Support&am=375.38,0,paymentsupport432@okaxis,65,3.6901165175936645,2.584962500721156,24,0.125,375.45,67,3,0,1,1,0,0,0,0
upi://pay?pa=update6693help@gift&pn=Update%20KYC&am=61.10,1,update6693help@gift,55,3.3787834934861753,2.0,19,0.21052631578947367,61.6,37,3,1,1,0,1,0,0,1
upi://pay?pa=arjun_das759@oksbi&pn=Arjun%20Das&am=147.01,0,arjun_das759@oksbi,59,3.4182958340544896,2.321928094887362,18,0.16666666666666666,145.21,77,3,0,1,1,0,0,0,0
upi://pay?pa=payment3527@unknown&pn=Payment%20Support&am=500.00,1,payment3527@unknown,61,3.4594316186372973,2.128085278891394,19,0.21052631578947367,506.31,58,3,0,1,0,1,0,0,1
upi://pay?pa=paymentsupport@help&pn=Payment%20Support&am=151.83,0,paymentsupport@help,64,3.3248629576173565,2.0,19,0.0,148.82,18,3,0,1,0,1,0,0,1
upi://pay?pa=priya_iyer@online&pn=Priya%20Iyer&am=340.36,0,priya_iyer@online,56,2.721928094887362,2.2516291673878226,17,0.0,347.14,44,3,0,1,0,1,0,0,1
upi://pay?pa=kiran.iyer@oksbi&pn=Kiran%20Iyer&am=200.00,0,kiran.iyer@oksbi,54,2.9219280948873623,2.321928094887362,16,0.0,200.86,71,3,0,1,1,0,0,0,0
upi://pay?pa=amankhan981@kotak&pn=Aman%20Khan&am=128.20,0,amankhan981@kotak,53,2.8453509366224368,1.9219280948873623,17,0.17647058823529413,128.85,68,3,0,1,1,0,0,0,0
upi://pay?pa=priya5193@online&pn=Priya%20Gupta&am=500.00,1,priya5193@online,59,3.169925001442312,2.2516291673878226,16,0.25,491.29,48,3,0,1,0,1,0,0,1
upi://pay?pa=kiran1374@kotak&pn=Kiran%20Singh&am=186.37,1,kiran1374@kotak,55,3.169925001442312,1.9219280948873623,15,0.26666666666666666,181.61,62,3,0,1,1,0,0,0,0
upi://pay?pa=arjun_singh@bonus&pn=Arjun%20Singh&am=412.61,0,arjun_singh@bonus,54,3.2776134368191157,2.321928094887362,17,0.0,411.74,28,3,0,1,0,1,0,0,1
upi://pay?pa=vikram5627@xpay&pn=Vikram%20Gupta&am=19.66,1,vikram5627@xpay,58,3.3219280948873626,2.0,15,0.26666666666666666,19.8,34,3,0,1,0,1,0,0,1
upi://pay?pa=poojareddy253@oksbi&pn=Pooja%20Reddy&am=301.99,0,poojareddy253@oksbi,60,3.3927474104487847,2.321928094887362,19,0.15789473684210525,294.65,77,3,0,1,1,0,0,0,0
upi://pay?pa=secure3512@bonus&pn=Secure%20Login&am=1000.00,1,secure3512@bonus,60,3.1219280948873624,2.321928094887362,16,0.25,1027.03,57,3,1,1,0,1,0,0,1
upi://pay?pa=service9775@service&pn=Service%20Team&am=150.06,1,service9775@service,57,3.095795255000934,2.521640636343318,19,0.21052631578947367,154.39,44,3,0,1,0,1,0,0,1
upi://pay?pa=sneha327care@gift&pn=Sneha%20Sharma&am=380.94,1,sneha327care@gift,56,3.2516291673878226,2.0,17,0.17647058823529413,381.98,46,3,0,1,0,1,0,0,1
upi://pay?pa=help1644@verify&pn=Help%20Desk&am=406.47,1,help1644@verify,51,2.75,2.584962500721156,15,0.26666666666666666,417.45,59,3,0,1,0,1,0,0,1
upi://pay?pa=anita.das535@icici&pn=Anita%20Das&am=142.34,0,anita.das535@icici,53,3.0220552088742005,0.9709505944546686,18,0.16666666666666666,139.6,82,3,0,1,1,0,0,0,0
upi://pay?pa=kiran1679@secure&pn=Kiran%20Sharma&am=200.00,1,kiran1679@secure,55,3.169925001442312,2.2516291673878226,16,0.25,194.31,36,3,0,1,0,1,0,0,1
upi://pay?pa=arjun2081@service&pn=Arjun%20Nair&am=5000.00,1,arjun2081@service,60,3.169925001442312,2.521640636343318,17,0.23529411764705882,4861.82,44,3,0,1,0,1,0,0,1
upi://pay?pa=help7863@verify&pn=Help%20Desk&am=900.00,1,help7863@verify,53,3.0,2.584962500721156,15,0.26666666666666666,904.73,1,3,0,1,0,1,0,0,1
upi://pay?pa=priya9140@gift&pn=Priya%20Khan&am=100.00,1,priya9140@gift,51,3.169925001442312,2.0,14,0.2857142857142857,97.37,51,3,0,1,0,1,0,0,1
upi://pay?pa=payment2998@pay&pn=Payment%20Support&am=354.67,1,payment2998@pay,60,3.2776134368191157,1.584962500721156,15,0.26666666666666666,364.43,43,3,0,1,0,1,0,0,1
upi://pay?pa=anita6660care@oksbi&pn=Anita%20Chawla&am=290.65,1,anita6660care@oksbi,60,2.9689185639620974,2.321928094887362,19,0.21052631578947367,284.41,59,3,0,1,1,0,0,0,0
upi://pay?pa=snehanair@hdfc&pn=Sneha%20Nair&am=300.00,0,snehanair@hdfc,56,2.725480556997868,2.0,14,0.0,296.49,75,3,0,1,1,0,0,0,0
upi://pay?pa=service3460@help&pn=Service%20Team&am=399.34,1,service3460@help,56,3.2776134368191157,2.0,16,0.25,407.07,19,3,0,1,0,1,0,0,1
upi://pay?pa=neha1287@support&pn=Neha%20Sharma&am=114.25,1,neha1287@support,54,3.0,2.521640636343318,16,0.25,112.32,61,3,0,1,0,1,0,0,1
upi://pay?pa=secure2649@pay&pn=Secure%20Login&am=500.00,1,secure2649@pay,53,3.1219280948873624,1.584962500721156,14,0.2857142857142857,492.29,25,3,1,1,0,1,0,0,1
upi://pay?pa=arjun_gupta633@okhdfcbank&pn=Arjun%20Gupta&am=43.11,1,arjun_gupta633@okhdfcbank,65,3.3787834934861753,3.1219280948873624,25,0.12,43.48,51,3,0,1,1,0,0,0,0
upi://pay?pa=aman_gupta706@icici&pn=Aman%20Gupta&am=255.39,0,aman_gupta706@icici,61,3.334679141051595,0.9709505944546686,19,0.15789473684210525,251.96,68,3,0,1,1,0,0,0,0
upi://pay?pa=payment7507@support&pn=Payment%20Support&am=235.62,1,payment7507@support,64,3.2776134368191157,2.521640636343318,19,0.21052631578947367,231.63,17,3,0,1,0,1,0,0,1
upi://pay?pa=help5954@secure&pn=Help%20Desk&am=5000.00,1,help5954@secure,56,2.75,2.2516291673878226,15,0.26666666666666666,4926.25,14,3,0,1,0,1,0,0,1
upi://pay?pa=vikramgupta@icici&pn=Vikram%20Gupta&am=200.00,0,vikramgupta@icici,61,3.2776134368191157,0.9709505944546686,17,0.0,199.89,71,3,0,1,1,0,0,0,0
upi://pay?pa=anita6606pay@support&pn=Anita%20Reddy&am=304.04,1,anita6606pay@support,57,2.792481250360578,2.521640636343318,20,0.2,312.54,43,3,0,1,0,1,0,0,1
upi://pay?pa=neha8558@secure&pn=Neha%20Reddy&am=5000.00,1,neha8558@secure,52,2.5,2.2516291673878226,15,0.26666666666666666,5099.67,24,3,0,1,0,1,0,0,1
upi://pay?pa=help7935@service&pn=Help%20Desk&am=500.00,1,help7935@service,51,3.0,2.521640636343318,16,0.25,493.54,49,3,0,1,0,1,0,0,1
upi://pay?pa=rahulkhan9@kotak&pn=Rahul%20Khan&am=264.60,0,rahulkhan9@kotak,56,2.9219280948873623,1.9219280948873623,16,0.0625,262.43,72,3,0,1,1,0,0,0,0
upi://pay?pa=payment9149secure@paytm&pn=Payment%20Support&am=1000.00,1,payment9149secure@paytm,65,3.6901165175936645,2.321928094887362,23,0.17391304347826086,997.87,55,3,0,1,1,0,0,0,0
upi://pay?pa=paymentsupport@bonus&pn=Payment%20Support&am=332.75,0,paymentsupport@bonus,67,3.3248629576173565,2.321928094887362,20,0.0,342.31,25,3,0,1,0,1,0,0,1
upi://pay?pa=rahulpatel@online&pn=Rahul%20Patel&am=342.81,0,rahulpatel@online,54,2.9219280948873623,2.2516291673878226,17,0.0,336.07,20,3,0,1,0,1,0,0,1
upi://pay?pa=priya8007@unknown&pn=Priya%20Khan&am=200.00,1,priya8007@unknown,55,2.94770277922009,2.128085278891394,17,0.23529411764705882,198.29,13,3,0,1,0,1,0,0,1
upi://pay?pa=pooja.das@axis&pn=Pooja%20Das&am=280.44,0,pooja.das@axis,49,2.725480556997868,2.0,14,0.0,284.3,76,3,0,1,1,0,0,0,0
upi://pay?pa=kiran.nair@pay&pn=Kiran%20Nair&am=456.66,0,kiran.nair@pay,51,2.5219280948873624,1.584962500721156,14,0.0,469.37,13,3,0,1,0,1,0,0,1
upi://pay?pa=service.team@sbi&pn=Service%20Team&am=350.74,0,service.team@sbi,59,3.188721875540867,1.584962500721156,16,0.0,343.49,81,3,0,1,1,0,0,0,0
upi://pay?pa=payment6701@icici&pn=Payment%20Support&am=76.66,1,payment6701@icici,61,3.4594316186372973,0.9709505944546686,17,0.23529411764705882,75.41,79,3,0,1,1,0,0,0,0
upi://pay?pa=help7052@unknown&pn=Help%20Desk&am=5000.00,1,help7052@unknown,55,3.0,2.128085278891394,16,0.25,4917.71,59,3,0,1,0,1,0,0,1
upi://pay?pa=verify6839pay@online&pn=Verify%20Account&am=1500.00,1,verify6839pay@online,66,3.546593564294939,2.2516291673878226,20,0.2,1456.88,60,3,1,1,0,1,0,0,1
upi://pay?pa=sneha5455@ybl&pn=Sneha%20Das&am=500.00,1,sneha5455@ybl,50,2.6416041678685938,1.584962500721156,13,0.3076923076923077,503.12,61,3,0,1,1,0,0,0,0
upi://pay?pa=secure2044help@verify&pn=Secure%20Login&am=84.20,1,secure2044help@verify,62,3.3248629576173565,2.584962500721156,21,0.19047619047619047,85.06,42,3,1,1,0,1,0,0,1
upi://pay?pa=help8861@support&pn=Help%20Desk&am=1500.00,1,help8861@support,58,2.75,2.521640636343318,16,0.25,1509.23,24,3,0,1,0,1,0,0,1
upi://pay?pa=help6408help@barodampay&pn=Help%20Desk&am=40.62,1,help6408help@barodampay,61,2.918295834054489,2.8464393446710154,23,0.17391304347826086,39.58,45,3,0,1,1,0,0,0,0
upi://pay?pa=vikram_khan@okhdfcbank&pn=Vikram%20Khan&am=453.85,0,vikram_khan@okhdfcbank,60,3.095795255000934,3.1219280948873624,22,0.0,442.12,80,3,0,1,1,0,0,0,0
upi://pay?pa=rahul3905@verify&pn=Rahul%20Sharma&am=109.48,1,rahul3905@verify,60,3.169925001442312,2.584962500721156,16,0.25,107.58,14,3,0,1,0,1,0,0,1
upi://pay?pa=update130@ybl&pn=Update%20KYC&am=300.00,1,update130@ybl,54,3.169925001442312,1.584962500721156,13,0.23076923076923078,296.23,58,3,1,1,1,0,0,0,0
upi://pay?pa=rahul8044@icici&pn=Rahul%20Reddy&am=100.00,0,rahul8044@icici,57,2.94770277922009,0.9709505944546686,15,0.26666666666666666,101.72,47,3,0,1,1,0,0,0,0
upi://pay?pa=service612@verify&pn=Service%20Team&am=5000.00,1,service612@verify,56,3.1219280948873624,2.584962500721156,17,0.17647058823529413,4897.82,14,3,0,1,0,1,0,0,1
upi://pay?pa=securelogin@barodampay&pn=Secure%20Login&am=107.02,1,securelogin@barodampay,66,3.2776134368191157,2.8464393446710154,22,0.0,104.09,62,3,1,1,1,0,0,0,0
upi://pay?pa=aman.singh912@hdfc&pn=Aman%20Singh&am=300.00,0,aman.singh912@hdfc,55,3.3927474104487847,2.0,18,0.16666666666666666,298.09,73,3,0,1,1,0,0,0,0
upi://pay?pa=kiran.singh782@barodampay&pn=Kiran%20Singh&am=249.60,0,kiran.singh782@barodampay,62,3.521640636343318,2.8464393446710154,25,0.12,248.35,70,3,0,1,1,0,0,0,0
upi://pay?pa=help6689@oksbi&pn=Help%20Desk&am=480.10,1,help6689@oksbi,49,2.75,2.321928094887362,14,0.2857142857142857,478.69,49,3,0,1,1,0,0,0,0
upi://pay?pa=service3184secure@pay&pn=Service%20Team&am=440.62,1,service3184secure@pay,63,3.2639334294856335,1.584962500721156,21,0.19047619047619047,449.26,54,3,0,1,0,1,0,0,1
upi://pay?pa=payment4044@secure&pn=Payment%20Support&am=1500.00,1,payment4044@secure,65,3.0271691184406184,2.2516291673878226,18,0.2222222222222222,1463.82,43,3,0,1,0,1,0,0,1
upi://pay?pa=help4675@axis&pn=Help%20Desk&am=382.44,1,help4675@axis,48,3.0,2.0,13,0.3076923076923077,387.12,40,3,0,1,1,0,0,0,0
upi://pay?pa=payment9077@service&pn=Payment%20Support&am=263.82,1,payment9077@service,62,3.2776134368191157,2.521640636343318,19,0.21052631578947367,261.25,43,3,0,1,0,1,0,0,1
upi://pay?pa=verify1861care@pay&pn=Verify%20Account&am=90.67,1,verify1861care@pay,59,3.3787834934861753,1.584962500721156,18,0.2222222222222222,89.64,21,3,1,1,0,1,0,0,1
upi://pay?pa=pooja_reddy103@oksbi&pn=Pooja%20Reddy&am=404.25,0,pooja_reddy103@oksbi,62,3.521640636343318,2.321928094887362,20,0.15,414.74,72,3,0,1,1,0,0,0,0
upi://pay?pa=kiran.iyer@upi&pn=Kiran%20Iyer&am=62.45,0,kiran.iyer@upi,51,2.9219280948873623,1.584962500721156,14,0.0,61.51,67,3,0,1,1,0,0,0,0
upi://pay?pa=payment4828care@sbi&pn=Payment%20Support&am=900.00,1,payment4828care@sbi,64,3.506890595608519,1.584962500721156,19,0.21052631578947367,907.7,56,3,0,1,1,0,0,0,0
upi://pay?pa=arjun3714@verify&pn=Arjun%20Das&am=300.00,1,arjun3714@verify,52,3.169925001442312,2.584962500721156,16,0.25,295.95,18,3,0,1,0,1,0,0,1
upi://pay?pa=payment369care@online&pn=Payment%20Support&am=5000.00,1,payment369care@online,66,3.521640636343318,2.2516291673878226,21,0.14285714285714285,5002.14,6,3,0,1,0,1,0,0,1
upi://pay?pa=payment4557@help&pn=Payment%20Support&am=5000.00,1,payment4557@help,58,3.2776134368191157,2.0,16,0.25,5085.89,42,3,0,1,0,1,0,0,1
upi://pay?pa=priya2224secure@paytm&pn=Priya%20Chawla&am=5000.00,1,priya2224secure@paytm,63,3.323231428797621,2.321928094887362,21,0.19047619047619047,5114.52,64,3,0,1,1,0,0,0,0
upi://pay?pa=secure7344@support&pn=Secure%20Login&am=200.00,1,secure7344@support,57,2.9219280948873623,2.521640636343318,18,0.2222222222222222,204.06,12,3,1,1,0,1,0,0,1
upi://pay?pa=payment7098care@support&pn=Payment%20Support&am=1500.00,1,payment7098care@support,66,3.640223928941852,2.521640636343318,23,0.17391304347826086,1507.4,27,3,0,1,0,1,0,0,1
upi://pay?pa=anitanair@barodampay&pn=Anita%20Nair&am=100.00,0,anitanair@barodampay,60,2.197159723424149,2.8464393446710154,20,0.0,98.49,53,3,0,1,1,0,0,0,0
upi://pay?pa=sneha5037care@paytm&pn=Sneha%20Singh&am=98.56,1,sneha5037care@paytm,57,3.3927474104487847,2.321928094887362,19,0.21052631578947367,99.51,40,3,0,1,1,0,0,0,0
upi://pay?pa=priya713@online&pn=Priya%20Nair&am=40.10,1,priya713@online,52,3.0,2.2516291673878226,15,0.2,40.61,37,3,0,1,0,1,0,0,1
upi://pay?pa=arjun_chawla@paytm&pn=Arjun%20Chawla&am=405.91,0,arjun_chawla@paytm,57,3.188721875540867,2.321928094887362,18,0.0,393.99,84,3,0,1,1,0,0,0,0
upi://pay?pa=nehareddy428@hdfc&pn=Neha%20Reddy&am=24.95,0,nehareddy428@hdfc,56,3.2516291673878226,2.0,17,0.17647058823529413,24.86,66,3,0,1,1,0,0,0,0
upi://pay?pa=sneha_sharma504@oksbi&pn=Sneha%20Sharma&am=298.61,0,sneha_sharma504@oksbi,63,3.323231428797621,2.321928094887362,21,0.14285714285714285,304.76,84,3,0,1,1,0,0,0,0
upi://pay?pa=anitaiyer465@ybl&pn=Anita%20Iyer&am=300.00,0,anitaiyer465@ybl,57,3.2516291673878226,1.584962500721156,16,0.1875,299.81,62,3,0,1,1,0,0,0,0
upi://pay?pa=service7935@verify&pn=Service%20Team&am=200.00,1,service7935@verify,62,3.2776134368191157,2.584962500721156,18,0.2222222222222222,197.74,41,3,0,1,0,1,0,0,1
upi://pay?pa=aman3189@gift&pn=Aman%20Nair&am=319.59,1,aman3189@gift,48,2.75,2.0,13,0.3076923076923077,326.72,21,3,0,1,0,1,0,0,1
upi://pay?pa=service606@online&pn=Service%20Team&am=158.39,1,service606@online,61,2.9219280948873623,2.2516291673878226,17,0.17647058823529413,155.12,6,3,0,1,0,1,0,0,1
upi://pay?pa=payment8812@online&pn=Payment%20Support&am=1500.00,0,payment8812@online,62,3.2776134368191157,2.2516291673878226,18,0.2222222222222222,1473.58,20,3,0,1,0,1,0,0,1
upi://pay?pa=secure2701@unknown&pn=Secure%20Login&am=100.00,1,secure2701@unknown,57,3.1219280948873624,2.128085278891394,18,0.2222222222222222,101.12,6,3,1,1,0,1,0,0,1
upi://pay?pa=vikram_sharma409@okaxis&pn=Vikram%20Sharma&am=461.97,0,vikram_sharma409@okaxis,67,3.452819531114783,2.584962500721156,23,0.13043478260869565,457.88,69,3,0,1,1,0,0,0,0
upi://pay?pa=anita5694@okaxis&pn=Anita%20Gupta&am=300.00,1,anita5694@okaxis,56,2.94770277922009,2.584962500721156,16,0.25,303.83,61,3,0,1,1,0,0,0,0
upi://pay?pa=payment7199pay@barodampay&pn=Payment%20Support&am=1000.00,1,payment7199pay@barodampay,69,3.2359263506290326,2.8464393446710154,25,0.16,979.46,70,3,0,1,1,0,0,0,0
upi://pay?pa=verifyaccount@help&pn=Verify%20Account&am=195.17,0,verifyaccount@help,58,3.546593564294939,2.0,18,0.0,192.27,52,3,1,1,0,1,0,0,1
upi://pay?pa=payment148@okaxis&pn=Payment%20Support&am=100.00,1,payment148@okaxis,62,3.3219280948873626,2.584962500721156,17,0.17647058823529413,97.94,41,3,0,1,1,0,0,0,0
upi://pay?pa=vikram3956@oksbi&pn=Vikram%20Nair&am=97.50,1,vikram3956@oksbi,53,3.3219280948873626,2.321928094887362,16,0.25,100.15,61,3,0,1,1,0,0,0,0
upi://pay?pa=secure1527@xpay&pn=Secure%20Login&am=170.15,1,secure1527@xpay,55,3.1219280948873624,2.0,15,0.26666666666666666,169.18,45,3,1,1,0,1,0,0,1
upi://pay?pa=vikram6065@barodampay&pn=Vikram%20Das&am=900.00,1,vikram6065@barodampay,60,3.1219280948873624,2.8464393446710154,21,0.19047619047619047,891.21,68,3,0,1,1,0,0,0,0
upi://pay?pa=secure7787@axis&pn=Secure%20Login&am=119.13,1,secure7787@axis,53,2.6464393446710157,2.0,15,0.26666666666666666,115.66,76,3,1,1,1,0,0,0,0
upi://pay?pa=rahulreddy356@ybl&pn=Rahul%20Reddy&am=393.66,0,rahulreddy356@ybl,54,3.3927474104487847,1.584962500721156,17,0.17647058823529413,385.47,82,3,0,1,1,0,0,0,0
upi://pay?pa=aman7325@okhdfcbank&pn=Aman%20Nair&am=5000.00,1,aman7325@okhdfcbank,60,2.75,3.1219280948873624,19,0.21052631578947367,4976.34,60,3,0,1,1,0,0,0,0
upi://pay?pa=verify4053@ybl&pn=Verify%20Account&am=100.00,1,verify4053@ybl,56,3.3219280948873626,1.584962500721156,14,0.2857142857142857,97.41,35,3,1,1,1,0,0,0,0
